ID,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
32dac16ab,,,,,,,,,,,,,,,,,,40000.0,40000.0,,40000.0,40000.0,40000.0,,40000.0,,40000.0,,,,,40000.0,40000.0,,,40000.0,,,40000.0
32e450017,,,,2100000.0,2100000.0,,,,2100000.0,,,,,,2100000.0,,,,2100000.0,2100000.0,,,,,,,,,,,2100000.0,,,,,,,,2100000.0
32fad0bb2,3433333.34,,3433333.34,,,,,3433333.34,,3433333.34,,3433333.34,3433333.34,,3433333.34,3433333.34,3433333.34,,,3433333.34,3433333.34,,,3433333.34,,3433333.34,,3433333.34,3433333.34,,,,,3433333.34,3433333.34,,,,3433333.34
33027a097,,,,,,,,795000.0,,795000.0,,,,795000.0,795000.0,,,795000.0,,,795000.0,,795000.0,795000.0,,,,795000.0,,,,,,,,795000.0,795000.0,,795000.0
3330f52e0,,,,,,,,,10000000.0,10000000.0,,,10000000.0,,10000000.0,,,10000000.0,,,10000000.0,,,,10000000.0,10000000.0,,,,,,,,,,,,,10000000.0
3339dbd5c,,,,6000000.0,6000000.0,,6000000.0,,,,,6000000.0,,6000000.0,,,,,,,,6000000.0,6000000.0,6000000.0,,,,6000000.0,,,,,6000000.0,,,6000000.0,6000000.0,,6000000.0
33500c9a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336dadeca,14000000.0,14000000.0,14000000.0,,14000000.0,14000000.0,,14000000.0,14000000.0,,,14000000.0,,,14000000.0,14000000.0,,,,,,,,14000000.0,,,14000000.0,,,,,14000000.0,,14000000.0,14000000.0,,,,14000000.0
33823e0f6,,,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,,8000000.0,8000000.0,,8000000.0,,,,8000000.0,,,8000000.0,,8000000.0,8000000.0,8000000.0,,,,8000000.0,8000000.0,,8000000.0
338e66112,400000.0,,,,,400000.0,,400000.0,,,400000.0,400000.0,400000.0,400000.0,,,,,,,,,,,,,,400000.0,400000.0,,,,400000.0,400000.0,,,,,400000.0
33c7f16ef,15000000.0,,,15000000.0,,15000000.0,15000000.0,15000000.0,,15000000.0,15000000.0,,15000000.0,15000000.0,,,15000000.0,,,15000000.0,15000000.0,,,,,,,,15000000.0,,,15000000.0,,,,,,,15000000.0
33d5c158f,,11000000.0,11000000.0,11000000.0,,,,11000000.0,,,,11000000.0,,,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,11000000.0
33e859e89,1000000.0,,,,,,,1000000.0,,,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,,,,,,1000000.0,,,1000000.0,,,,,,,,,,,,,1000000.0
33f438780,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
340414cdc,,21134000.0,21134000.0,21134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21134000.0
3404b85b6,28750000.0,,,28750000.0,28750000.0,28750000.0,28750000.0,,,,28750000.0,28750000.0,28750000.0,28750000.0,,,28750000.0,28750000.0,28750000.0,,,,,,,,,,,,,,,,,,,,28750000.0
341a3f0c1,2000000.0,,,,,,2000000.0,,,2000000.0,,,,2000000.0,2000000.0,2000000.0,,,,,,,,2000000.0,,,2000000.0,,,,,,,,,,,,2000000.0
342394ada,,,1100000.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,1100000.0
3442e5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34752b6e4,2590000.0,,2590000.0,2590000.0,,,,,,,,2590000.0,2590000.0,2590000.0,2590000.0,,,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,,,2590000.0,2590000.0,2590000.0,,2590000.0,,2590000.0,2590000.0,,2590000.0,2590000.0,2590000.0
3487593b6,,,,,,2900000.0,,,,,,,,,,,,,,,2900000.0,,,,2900000.0,,,,,,,,,,,,,,2900000.0
3499dd5b0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,,863625.0,,863625.0,863625.0,863625.0,,,,,,,,,,,,,,,,,,,,863625.0
34a45aa10,,,,,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400000.0
34d5e4f3f,498000.0,,,,498000.0,,498000.0,498000.0,,498000.0,,498000.0,498000.0,,498000.0,498000.0,,,498000.0,,,498000.0,,,498000.0,498000.0,,,,,498000.0,498000.0,,,,,,,498000.0
34e6c44cf,4600000.0,,,,4600000.0,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,4600000.0,4600000.0,,,,,,,,4600000.0
34fc672ab,,,112000.0,,,,,,,112000.0,,,,,,,112000.0,,112000.0,112000.0,,,,,112000.0,,,,,,112000.0,,,,,,113000.0,113000.0,112000.0
350fd9a22,,566666.66,,,566666.66,566666.66,566666.66,,566666.66,,566666.66,566666.66,566666.66,566666.66,,,,,,566666.66,566666.66,,566666.66,,,566666.66,,,,,,,,,,7493333.34,7493333.34,7493333.34,566666.66
3519e1b4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35363a899,,60000.0,60000.0,60000.0,60000.0,,60000.0,60000.0,,,,,,,60000.0,60000.0,60000.0,,60000.0,60000.0,60000.0,60000.0,60000.0,,,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,,,,,,60000.0
3540b1ba4,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,,,1110333.34,1110333.34,1110333.34,,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34
35483539d,,,14044000.0,,,,,,,,,,,,14044000.0,,,,,,,,,,,,,,,,,,,,,,,,14044000.0
354883fb6,2300000.0,2300000.0,2300000.0,,2300000.0,,,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,,,,,2300000.0,2300000.0,,,,,,,,,,,2300000.0
3576e488d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582eb585,,1060000.0,,1060000.0,,,,,,,,,1060000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1060000.0
359d25b38,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,,,1636400.0,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0
35a08c9d3,20000000.0,20000000.0,,,20000000.0,,,20000000.0,,,20000000.0,,,20000000.0,20000000.0,20000000.0,,,,,20000000.0,,,20000000.0,20000000.0,20000000.0,,20000000.0,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,,20000000.0
35b0c79f5,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,,,,2000000.0
35b338a94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35dcc0108,1304800.0,,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,,1304800.0,1304800.0,1304800.0,,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0
35e66b440,,,,,,14000000.0,,,,,14000000.0,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,14000000.0
35fbfd3fd,220000.0,220000.0,,220000.0,,,220000.0,,,220000.0,220000.0,220000.0,220000.0,,220000.0,,220000.0,,,,220000.0,,220000.0,,220000.0,,,,,220000.0,,220000.0,,220000.0,220000.0,,,,220000.0
360890554,,1326666.66,,1326666.66,,,,,,,,,,1326666.66,1326666.66,,,,1326666.66,1326666.66,1326666.66,,1326666.66,1326666.66,,,,,1326666.66,1326666.66,1326666.66,1326666.66,,1326666.66,,,1326666.66,1326666.66,1326666.66
36116f92b,,60000.0,,,,,,,60000.0,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,60000.0
3613de60d,,,,,,,,,,,,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,,550000.0
36153f507,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,,,3411600.0
3618adc67,,,,6762000.0,,,,,6762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6762000.0
361b567d3,,,,,,127142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127142.86
361c57711,,,,,,32000.0,,,,,,,32000.0,,32000.0,32000.0,,,,,32000.0,,,,,,32000.0,,,,,,,,,,,,32000.0
361fa9f38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362069b69,,,,,,1180000.0,1180000.0,1180000.0,1180000.0,,1180000.0,,,,,1180000.0,1180000.0,,,,,,,,,,,,,,,,,,,,,,1180000.0
363054746,,,,,,,,,,35000.0,,,,,35000.0,,,,,,,,,,35000.0,,,,,,,,,,,,,,35000.0
365c203d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36683ac9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682ff3d8,,,1850000.0,,1850000.0,,1850000.0,,,,,,,1850000.0,,,,,,1850000.0,,,,,,,,,,,,,,,,,,,1850000.0
368e7a2d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950ac4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,
36a309d66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36a44ee69,16005333.34,16005333.34,16005333.34,,16005333.34,,16005333.34,,,,16005333.34,,16005333.34,16005333.34,,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,,,16005333.34,16005333.34,,,,,,,16005333.34,,,,,,16005333.34
36af0f850,30000000.0,,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,,,30000000.0,,,,30000000.0,,30000000.0
36e603fb0,5000000.0,,,,5000000.0,,,,,,,,,,,,,,5000000.0,,,,5000000.0,,,,,,,,,,,,,,,,5000000.0
36ec31a95,1859333.34,,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,,,1859333.34,,,,,,,,,,,,,,,,,,,,,,,1859333.34
36f84d31a,2000000.0,,2000000.0,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
3712a5c3b,,1200000.0,,,1200000.0,,1200000.0,1200000.0,1200000.0,1200000.0,,,1200000.0,,1200000.0,,1200000.0,,1200000.0,1200000.0,1200000.0,1200000.0,,,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,,1200000.0,,1200000.0,1200000.0,1200000.0,1200000.0,,1200000.0
371826303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371b0f042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372bfcfdd,,,,,,,,,,,,,,,,,,740000.0,,,,,,,,,,740000.0,,,,,,,,,,,740000.0
3732e8d8f,90000.0,90000.0,,,,,,,90000.0,90000.0,,90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90000.0
3734eb66f,4200000.0,,4200000.0,4200000.0,,4200000.0,,,4200000.0,4200000.0,4200000.0,,,4200000.0,4200000.0,,4200000.0,4200000.0,4200000.0,4200000.0,,4200000.0,4200000.0,,,4200000.0,4200000.0,4200000.0,,,4200000.0,,4200000.0,4200000.0,,,,,4200000.0
375283900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375915717,,,,,9100000.0,,,9100000.0,9100000.0,9100000.0,,,9100000.0,9100000.0,,9100000.0,9100000.0,9100000.0,,,,,,9100000.0,,9100000.0,9100000.0,,,9100000.0,,,,,,,,,9100000.0
376076874,,,,330000.0,330000.0,,,,330000.0,330000.0,,330000.0,,330000.0,,330000.0,330000.0,330000.0,330000.0,,,,330000.0,,,,,,,,,,330000.0,,330000.0,,,,330000.0
376af4c13,,,,,,,,,,,,1180000.0,,,,,,,,,,,,,,,10000000.0,,,,2200000.0,,,,,,,,1180000.0
376d7dced,3886333.34,3886333.34,3886333.34,,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,3886333.34,,3886333.34,,3886333.34,3886333.34,3886333.34,,,,,,,,,,,3886333.34
376e46902,36000.0,,,,,,,,36000.0,,,,,,,,,,,,,,36000.0,,,,,,36000.0,36000.0,,36000.0,,,,,89000.0,,36000.0
37776e3b5,1200000.0,,1200000.0,1200000.0,,,,,1200000.0,,,,1200000.0,,1200000.0,1200000.0,,1200000.0,1200000.0,1200000.0,,,,1200000.0,1200000.0,,,,,,1200000.0,,,1200000.0,,,,7000000.0,1200000.0
37792bd05,,,,,4000000.0,,,,,4000000.0,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,4000000.0
378870e35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378c7e191,,,200000.0,200000.0,,200000.0,200000.0,,,,200000.0,,,,,200000.0,,200000.0,,,200000.0,,,200000.0,,,,,,,,,,,,,,,200000.0
3795caaa9,,,,,70000.0,,,,,70000.0,,,,,,,70000.0,70000.0,,,70000.0,70000.0,,,70000.0,70000.0,,,,,,70000.0,,70000.0,70000.0,70000.0,,140000.0,70000.0
37ac628c5,,90000.0,90000.0,,,90000.0,,,90000.0,,,,,,,,,,,,,,,,90000.0,,,,,,,,,,,,,,90000.0
37b538f42,,504000.0,,,,,,,,,,,,,504000.0,504000.0,,,,,,,,,,,,,,,,,,,,,,,504000.0
37bbd49e0,,,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,20000000.0,,,,,20000000.0
37e00d328,,,,1000000.0,,,,,,1000000.0,1000000.0,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,1000000.0
37e6afe7f,18000000.0,,,,18000000.0,,18000000.0,18000000.0,,,,,,,,,,18000000.0,,,,,,,,,,,,,,,,,,,,18000000.0,18000000.0
37e84239e,,2300000.0,2300000.0,,,,,,,2300000.0,2300000.0,,,,,,2300000.0,,,2300000.0,2300000.0,,2300000.0,2300000.0,,2300000.0,,,2300000.0,,,,,,,,,,2300000.0
37ea33a99,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,,,,,,,18000000.0
37fde829f,1400000.0,,,,1400000.0,,,,,,1400000.0,,,,,,,,,,,,,1400000.0,,,,,,,1400000.0,,1400000.0,,1400000.0,,,,1400000.0
38055d226,2000000.0,,,2000000.0,,,,,,,,,,,,,,2000000.0,,,,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,,,,2000000.0
38168399c,,,4944285.72,4944285.72,,4944285.72,,,,,4944285.72,,4944285.72,,,,,,,,4944285.72,4944285.72,4944285.72,,,,4944285.72,,,,,4944285.72,,,4944285.72,4944285.72,,,4944285.72
3828bec7d,,,,,,,,,,,1050000.0,,,,,,,1050000.0,,1050000.0,1050000.0,1050000.0,1050000.0,,,,,,,,,,,,,,,,1050000.0
382cc7a9f,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,3100000.0,,,,,,,,,,,,,,3100000.0
383410fa2,,,,,,,,,,,,,,,,,,,,,400000.0,,,400000.0,400000.0,,,,,,,,,,,,,,400000.0
383d82870,4666666.66,,4666666.66,,,,,4666666.66,,,4666666.66,,,,,4666666.66,,4666666.66,4666666.66,4666666.66,,,4666666.66,4666666.66,,,,,,4666666.66,4666666.66,,,,,,4666666.66,,4666666.66
383ec273b,,,,,,,,,,,,,,,,,300000.0,,,,,1000000.0,,,,,,,,,1000000.0,,,,,,,,300000.0
38459e672,,,20000000.0,,20000000.0,20000000.0,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,20000000.0
385aef014,27777777.78,,,,,,,,,,27777777.78,27777777.78,,,,,,27777777.78,,,,,,,,,,,,,,,,,,,,,27777777.78
386691632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388db0fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38a920299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38b2f09de,10000000.0,,10000000.0,10000000.0,10000000.0,,,,,,10000000.0,10000000.0,10000000.0,,,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,10000000.0
38c06a0c7,,,22000000.0,,,,,22000000.0,22000000.0,,,22000000.0,22000000.0,22000000.0,22000000.0,,,,,,,,,,,,,,,,,,,20000000.0,,,,,22000000.0
38d0a3d99,,,,,,,,,,,,,,,,,,,,,,,,,160000.0,,,,,,,,,,,,,,160000.0
38d2e57b4,40000000.0,,,40000000.0,40000000.0,,40000000.0,,,,40000000.0,,,40000000.0,,40000000.0,40000000.0,40000000.0,,,,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,,,40000000.0,40000000.0,,,40000000.0,,40000000.0,,,40000000.0
38d55f2c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38e7f19a2,9000000.0,9000000.0,,,,,,,9000000.0,,,,9000000.0,,,,,9000000.0,9000000.0,,,,,9000000.0,,,9000000.0,,,,,,9000000.0,9000000.0,,,,,9000000.0
38ec9896e,,,,,,,,,,25000000.0,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0
38eeff99b,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0
3911c0c0f,2400000.0,,,,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,,,2400000.0
391752138,800000.0,800000.0,,800000.0,800000.0,,,800000.0,,,800000.0,800000.0,,,,,,,,800000.0,,,800000.0,,,,,800000.0,,800000.0,800000.0,,,,,,,800000.0,800000.0
392d42e3d,,1740000.0,,,,,,,,,,1740000.0,1740000.0,1740000.0,,1740000.0,1740000.0,1740000.0,1740000.0,,,,,,,,,1740000.0,,,,,1740000.0,1740000.0,,,,,1740000.0
39311dc25,,,,,,10000000.0,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
393c2cd5e,,2000000.0,,,2000000.0,,,,2000000.0,2000000.0,,,,,,2000000.0,2000000.0,,,,,2000000.0,,2000000.0,2000000.0,,,2000000.0,2000000.0,,,2000000.0,,,,,,,2000000.0
3946ce94f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395b7bf55,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,,,,,,,,,,,,,,,,,,,70000.0,,,70000.0
39645e56c,,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,,,30000.0,30000.0,30000.0,,30000.0,,30000.0,30000.0,,30000.0,30000.0,,30000.0,30000.0,30000.0,30000.0,30000.0,,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,,30000.0
3967ac15e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39706b002,600000.0,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,600000.0
3997ccef0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39981c423,,,,120000.0,120000.0,,,120000.0,,,120000.0,,120000.0,120000.0,120000.0,,120000.0,120000.0,120000.0,,,120000.0,120000.0,120000.0,120000.0,,120000.0,120000.0,,120000.0,,,,120000.0,,120000.0,,,120000.0
399e40eb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39a8963db,,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,,,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,700000.0,,700000.0,,,700000.0,,700000.0,,700000.0,,,700000.0,,,,,,,700000.0
39b310167,,,,,,,,,,,,,,,,,,,40000.0,40000.0,,40000.0,40000.0,40000.0,,40000.0,,40000.0,,,,,40000.0,40000.0,,,,,40000.0
39d1890ff,92000.0,,92000.0,,,92000.0,,,,,,92000.0,,92000.0,,,,,,,,92000.0,,92000.0,,,,,,92000.0,,,92000.0,92000.0,92000.0,,,,92000.0
39d5ead1c,,,,,,,,,,,,,,,,91142.86,,,,,,,,,,91142.86,,,,,,,,,,,,,91142.86
39daeb9ba,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,,2000000.0,,,,,,,,,,,2000000.0
39f919b40,,,,,,,,,,16000000.0,,,2500000.0,2500000.0,16000000.0,,,16000000.0,,,,2500000.0,2500000.0,,,,,,,,,,,,,,,,16000000.0
39f95166f,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,1600000.0,,1600000.0,,,,1600000.0,1600000.0,1600000.0,,,,1600000.0,,1600000.0,,1600000.0,1600000.0,,,1600000.0,,,,1600000.0,1600000.0,1600000.0,,,,,1600000.0
3a02be674,2000000.0,,,,,,,,2000000.0,,2000000.0,2000000.0,,2000000.0,,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,,,,2000000.0,,,,2000000.0,,2000000.0,,,2000000.0,2000000.0,2000000.0,,2000000.0
3a1fbf873,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0
3a238cb0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6d7f3c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a90a8061,,,2800000.0,,,,,2800000.0,,,,2800000.0,,,,2800000.0,,2800000.0,2800000.0,2800000.0,,,,2800000.0,,2800000.0,2800000.0,,,,,,,,,,2800000.0,,2800000.0
3a9867882,,,600000.0,,,600000.0,600000.0,,,600000.0,,,,,,600000.0,,,,,,,600000.0,,,,,,,,,,,,,,,,600000.0
3a9d2ab52,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,10000000.0,,,,,,,,10000000.0,,10000000.0,,,,10000000.0
3aa712072,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,,21463500.0,21463500.0,,,,,,,,21463500.0,21463500.0,21463500.0,21463500.0,,,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,,,21463500.0,21463500.0,21463500.0,,21463500.0,21463500.0
3aaf62e8d,700000.0,,,,700000.0,700000.0,700000.0,,,,700000.0,,700000.0,,700000.0,700000.0,,,700000.0,,,,700000.0,700000.0,700000.0,,,,,,700000.0,,,,,,,,700000.0
3ab40dda2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ad62e6ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3af0d4969,2700000.0,2700000.0,,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,,,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,,2700000.0,,,2700000.0,,2700000.0,,2700000.0,,,2700000.0,,,,,2700000.0
3afe07957,5940000.0,5940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940000.0
3aff18214,,,,,,,,,,,,,,,,,,,,,,,,,,,12240000.0,,,,,,,,,,,,12240000.0
3b0f09f61,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
3b1bad3d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b25a88ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b43ff7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b4e4b837,,,,,,,,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,,,37692307.7,37692307.7,37692307.7,37692307.7,,,,37692307.7,37692307.7,37692307.7,37692307.7,,,37692307.7,37692307.7,37692307.7,,37692307.7
3b624f3a9,366000.0,366000.0,,,,,366000.0,,,,,366000.0,,,,,,,366000.0,366000.0,,,366000.0,366000.0,,,366000.0,366000.0,,,,,,366000.0,,366000.0,366000.0,,366000.0
3b8245589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ba8819cf,,,,,,,32000.0,32000.0,,,,,,,,32000.0,,,,,,,,,,,,,,,,,,,,,,,32000.0
3bad9cd5c,,,,534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534000.0
3bb914bb1,750000.0,,,750000.0,,,,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0
3bb97d3da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bc37ca3d,,1200000.0,,1200000.0,,,,1200000.0,1200000.0,,1200000.0,1200000.0,,,1200000.0,,1200000.0,,,,,,1200000.0,,1200000.0,,1200000.0,,1200000.0,,1200000.0,1200000.0,,,1200000.0,,,,1200000.0
